gram;vector;code
Monitor 16 10;[6, 8, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
16 10 6;[7, 7, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
10 6 MS;[8, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
6 MS Adjustable;[9, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
MS Adjustable Display;[10, 4, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Adjustable Display An;[11, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Display An 5397063213634;[12, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
An 5397063213634 eBay;[13, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
3 X SCREEN;[0, 26, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X SCREEN APPLE;[1, 25, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0];0
SCREEN APPLE CINEMA;[2, 24, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0];0
APPLE CINEMA DISPLAY;[3, 23, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0];0
CINEMA DISPLAY M7649;[4, 22, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0];1
DISPLAY M7649 17;[5, 21, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
M7649 17 LCDTFT;[6, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCDTFT FLAT;[7, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCDTFT FLAT PANEL;[8, 18, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
FLAT PANEL MONITOR;[9, 17, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
PANEL MONITOR WITH;[10, 16, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
MONITOR WITH ISSUE;[11, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
WITH ISSUE UK;[12, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0];0
ISSUE UK Ebay;[13, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[14, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[15, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[16, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[17, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[18, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[19, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[20, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[21, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[22, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[23, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Elo 1715L Touchscreen;[0, 19, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];1
1715L Touchscreen LCD;[1, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Touchscreen LCD Monitor;[2, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 17;[3, 16, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 17 E603162;[4, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 E603162 UK;[5, 14, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
E603162 UK Ebay;[6, 13, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
UK Ebay Items;[7, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[8, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[9, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[10, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[11, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[12, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[13, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[14, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[15, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Samsung S24C450D TFT;[0, 11, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
S24C450D TFT Active;[1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
TFT Active Matrix;[2, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Active Matrix 24;[3, 8, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Matrix 24 inch;[4, 7, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0];0
24 inch Monitor;[5, 6, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0];0
inch Monitor 1920;[6, 5, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Monitor 1920 x;[7, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1920 x 1080;[8, 3, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
x 1080 887276013510;[9, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1080 887276013510 eBay;[10, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Apple Cinema HD;[0, 12, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Cinema HD Display;[1, 11, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
HD Display 23;[2, 10, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Display 23 inch;[3, 9, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
23 inch 23;[4, 8, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
inch 23 Widescreen;[5, 7, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
23 Widescreen Model;[6, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Widescreen Model A1082;[7, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Model A1082 M9178LL;[8, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
A1082 M9178LL A;[9, 3, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0];1
M9178LL A 718908807057;[10, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
A 718908807057 eBay;[11, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
3M C2234SW 220;[0, 5, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
C2234SW 220 Monitor;[1, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
220 Monitor 98000335988;[2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 98000335988 PCPartPicker;[3, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
98000335988 PCPartPicker Canada;[4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Acer V226WL 22;[0, 10, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
V226WL 22 LED;[1, 9, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
22 LED LCD;[2, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor 1610;[4, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 1610 5;[5, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
1610 5 ms;[6, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
5 ms by;[7, 3, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
ms by Office;[8, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
by Office Depot;[9, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
New ASUS F75A;[0, 23, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
ASUS F75A TY133H;[1, 22, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];1
F75A TY133H 173;[2, 21, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
TY133H 173 LED;[3, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
173 LED LCD;[4, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[5, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor Notebook;[6, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor Notebook Screen;[7, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Notebook Screen UK;[8, 15, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Screen UK UK;[9, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK UK Ebay;[10, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[11, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[12, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[13, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[14, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[15, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[16, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[17, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[18, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[19, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Dell S2340M 23;[0, 9, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
S2340M 23 LED;[1, 8, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
23 LED 1920x1080;[2, 7, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
LED 1920x1080 Full;[3, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
1920x1080 Full HD;[4, 5, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
Full HD Widescreen;[5, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
HD Widescreen Monitor;[6, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Widescreen Monitor 884116096993;[7, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor 884116096993 eBay;[8, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
HP W1907 19;[0, 10, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
W1907 19 Widescreen;[1, 9, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
19 Widescreen LCD;[2, 8, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Widescreen LCD Monitor;[3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor with;[4, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Monitor with Built;[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
with Built in;[6, 4, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Built in Speakers;[7, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
in Speakers 882780774636;[8, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
Speakers 882780774636 eBay;[9, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Dell E173FPF 17;[0, 17, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
E173FPF 17 LCD;[1, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD Monitor;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor UK;[3, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitor UK Ebay;[4, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[5, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[6, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[7, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[8, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[9, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[10, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[11, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[12, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[13, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Asus VG278HE 6858;[0, 21, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VG278HE 6858 Cm;[1, 20, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0
6858 Cm 27;[2, 19, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
Cm 27 Inches;[3, 18, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
27 Inches HDMI;[4, 17, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Inches HDMI DVI;[5, 16, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
HDMI DVI VGA;[6, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0];0
DVI VGA UK;[7, 14, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0];0
VGA UK Ebay;[8, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[9, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[10, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[11, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[12, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[13, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[14, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[15, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[16, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[17, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
3M MicroTouch M170;[0, 25, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
MicroTouch M170 17;[1, 24, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
M170 17 LCD;[2, 23, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
17 LCD 11;[3, 22, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD 11 91378;[4, 21, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
11 91378 225;[5, 20, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
91378 225 Monitor;[6, 19, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
225 Monitor With;[7, 18, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Monitor With Built;[8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
With Built In;[9, 16, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Built In Speakers;[10, 15, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
In Speakers UK;[11, 14, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Speakers UK Ebay;[12, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[13, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[14, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[15, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[16, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[17, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[18, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[19, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[20, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[21, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[22, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[23, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Dell S2340M Black;[0, 12, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
S2340M Black 23;[1, 11, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0
Black 23 7MS;[2, 10, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];0
23 7MS Widescreen;[3, 9, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
7MS Widescreen LED;[4, 8, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Widescreen LED Backlight;[5, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Backlight LCD;[6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Backlight LCD Monitor;[7, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LCD Monitor IPS;[8, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Monitor IPS New;[9, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
IPS New 884116096993;[10, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
New 884116096993 eBay;[11, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
LG 24MB35PYB 60Hz;[0, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
24MB35PYB 60Hz 238;[1, 5, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
60Hz 238 Monitor;[2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
238 Monitor 24MB35PYB;[3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor 24MB35PYB PCPartPicker;[4, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
24MB35PYB PCPartPicker Canada;[5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
Apple A1082 2004;[0, 11, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
A1082 2004 Cinema;[1, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
2004 Cinema Display;[2, 9, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Cinema Display 23;[3, 8, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Display 23 LCD;[4, 7, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
23 LCD Monitor;[5, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor No;[6, 5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Monitor No PSU;[7, 4, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
No PSU Scratch;[8, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
PSU Scratch Yellowed;[9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Scratch Yellowed eBay;[10, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Asus VN279Q 270;[0, 5, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
VN279Q 270 Monitor;[1, 4, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
270 Monitor VN279Q;[2, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
Monitor VN279Q PCPartPicker;[3, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
VN279Q PCPartPicker Canada;[4, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0];0
LG 24 24MB35PYB;[0, 2, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
24 24MB35PYB IPS;[1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Hannspree He He225dpb;[0, 8, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
He He225dpb 215;[1, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
He225dpb 215 Inch;[2, 6, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
215 Inch Screen;[3, 5, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Inch Screen Led;[4, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Screen Led Lit;[5, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Led Lit Monitor;[6, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Lit Monitor Yikuscom;[7, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
BENQ GL2460HM 24;[0, 15, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
GL2460HM 24 Wide;[1, 14, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
24 Wide LED;[2, 13, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Wide LED Glossy;[3, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Glossy Black;[4, 11, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Glossy Black Multimedia;[5, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Black Multimedia Monitor;[6, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Multimedia Monitor 1920x10802msVGADVIDHDMI;[7, 8, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor 1920x10802msVGADVIDHDMI Monitors;[8, 7, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
1920x10802msVGADVIDHDMI Monitors Monitors;[9, 6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitors Monitors Nexus;[10, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Monitors Nexus Technology;[11, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Nexus Technology UK;[12, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Technology UK Colchester;[13, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
UK Colchester Essex;[14, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Dell 17 LCD;[0, 20, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
17 LCD Monitor;[1, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LCD Monitor E176FPc;[2, 18, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Monitor E176FPc WPower;[3, 17, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];1
E176FPc WPower VGA;[4, 16, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
WPower VGA Cable;[5, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
VGA Cable UK;[6, 14, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Cable UK Ebay;[7, 13, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
UK Ebay Items;[8, 12, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Ebay Items Best;[9, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Best Deal;[10, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Best Deal Items;[11, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Deal Items Auctions;[12, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Items Auctions Free;[13, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Auctions Free Shipping;[14, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Free Shipping Goods;[15, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Shipping Goods Services;[16, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Goods Services Wholesales;[17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Services Wholesales Retail;[18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Wholesales Retail Trade;[19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Philips 246v5lhab 24;[0, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];1
246v5lhab 24 Inch;[1, 6, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
24 Inch Screen;[2, 5, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0];0
Inch Screen Lcd;[3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];0
Screen Lcd Led;[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Lcd Led Monitor;[5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Led Monitor Yikuscom;[6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Acer V226HQL 21;[0, 13, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];1
V226HQL 21 5;[1, 12, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
21 5 LED;[2, 11, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
5 LED LCD;[3, 10, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED LCD Monitor;[4, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
